Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage,Efficiency Group,Efficiency_Ratio
740,Suriname,Rodenticides,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.02339728591483388
740,Suriname,Rodenticides – Anti-coagulants,Agricultural Use,t,2021,7.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.08189050070191857
740,Suriname,Other Pesticides nes,Agricultural Use,t,2021,176.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",2.0589611605053815
780,Trinidad and Tobago,Pesticides (total),Agricultural Use,t,2021,1173.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",13.72250818905007
780,Trinidad and Tobago,Pesticides (total),Use per area of cropland,kg/ha,2021,24.96,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.2919981282171268
780,Trinidad and Tobago,Pesticides (total),Use per capita,kg/cap,2021,0.79,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.009241927936359383
780,Trinidad and Tobago,Pesticides (total),Use per value of agricultural production,g/Int$,2021,7.16,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.08376228357510529
780,Trinidad and Tobago,Insecticides,Agricultural Use,t,2021,1019.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",11.920917173607862
780,Trinidad and Tobago,Herbicides,Agricultural Use,t,2021,73.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",0.8540009358914366
780,Trinidad and Tobago,Fungicides and Bactericides,Agricultural Use,t,2021,79.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",0.9241927936359382
780,Trinidad and Tobago,Plant Growth Regulators,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.01169864295741694
780,Trinidad and Tobago,Rodenticides,Agricultural Use,t,2021,1.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.01169864295741694
796,Turks and Caicos Islands,Pesticides (total),Agricultural Use,t,2021,89.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",1.0411792232101076
796,Turks and Caicos Islands,Pesticides (total),Use per area of cropland,kg/ha,2021,28.04,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.32802994852597095
796,Turks and Caicos Islands,Pesticides (total),Use per capita,kg/cap,2021,1.96,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.0229293401965372
796,Turks and Caicos Islands,Insecticides,Agricultural Use,t,2021,12.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.14038371548900327
796,Turks and Caicos Islands,Herbicides,Agricultural Use,t,2021,57.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.6668226485727655
796,Turks and Caicos Islands,Fungicides and Bactericides,Agricultural Use,t,2021,14.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.16378100140383714
796,Turks and Caicos Islands,Other Pesticides nes,Agricultural Use,t,2021,6.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.07019185774450164
840,United States of America,Pesticides (total),Agricultural Use,t,2021,438087.0,northern america,11.72,"Over-spenders (High pesticide, High loss)",4962.471681014952
840,United States of America,Pesticides (total),Use per area of cropland,kg/ha,2021,2.81,northern america,11.72,"Vulnerable (Low pesticide, High loss)",0.0318305391934753
840,United States of America,Pesticides (total),Use per capita,kg/cap,2021,1.29,northern america,11.72,"Vulnerable (Low pesticide, High loss)",0.014612596284549162
840,United States of America,Pesticides (total),Use per value of agricultural production,g/Int$,2021,1.15,northern america,11.72,"Vulnerable (Low pesticide, High loss)",0.01302673312188491
840,United States of America,Insecticides,Agricultural Use,t,2021,7614.0,northern america,11.72,"Over-spenders (High pesticide, High loss)",86.24830086089715
840,United States of America,Herbicides,Agricultural Use,t,2021,379383.0,northern america,11.72,"Over-spenders (High pesticide, High loss)",4297.496601721794
840,United States of America,Fungicides and Bactericides,Agricultural Use,t,2021,14579.0,northern america,11.72,"Over-spenders (High pesticide, High loss)",165.1449932034436
840,United States of America,Other Pesticides nes,Agricultural Use,t,2021,36511.0,northern america,11.72,"Over-spenders (High pesticide, High loss)",413.5817852288174
858,Uruguay,Pesticides (total),Agricultural Use,t,2021,16446.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",192.39588207767898
858,Uruguay,Pesticides (total),Use per area of cropland,kg/ha,2021,7.94,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.0928872250818905
858,Uruguay,Pesticides (total),Use per capita,kg/cap,2021,4.39,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.051357042583060356
858,Uruguay,Pesticides (total),Use per value of agricultural production,g/Int$,2021,2.63,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.03076743097800655
858,Uruguay,Insecticides,Agricultural Use,t,2021,801.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",9.370613008890968
858,Uruguay,Herbicides,Agricultural Use,t,2021,13574.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",158.79737950397754
858,Uruguay,Fungicides and Bactericides,Agricultural Use,t,2021,1721.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",20.13336452971455
858,Uruguay,Plant Growth Regulators,Agricultural Use,t,2021,17.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.19887693027608797
858,Uruguay,Rodenticides,Agricultural Use,t,2021,2.0,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.02339728591483388
858,Uruguay,Other Pesticides nes,Agricultural Use,t,2021,332.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",3.8839494618624237
862,Venezuela (Bolivarian Republic of),Pesticides (total),Agricultural Use,t,2021,3928.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",45.95226953673374
862,Venezuela (Bolivarian Republic of),Pesticides (total),Use per area of cropland,kg/ha,2021,1.19,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.013921385119326156
862,Venezuela (Bolivarian Republic of),Pesticides (total),Use per capita,kg/cap,2021,0.14,latin america and the caribbean,14.52,"Vulnerable (Low pesticide, High loss)",0.0016378100140383716
862,Venezuela (Bolivarian Republic of),Insecticides,Agricultural Use,t,2021,767.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",8.972859148338792
862,Venezuela (Bolivarian Republic of),Herbicides,Agricultural Use,t,2021,1499.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",17.536265793167992
862,Venezuela (Bolivarian Republic of),Fungicides and Bactericides,Agricultural Use,t,2021,1662.0,latin america and the caribbean,14.52,"Over-spenders (High pesticide, High loss)",19.443144595226954
008,Albania,Pesticides (total),Agricultural Use,t,2016,584.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",6.266094420600858
008,Albania,Pesticides (total),Use per area of cropland,kg/ha,2016,0.83,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.00890557939914163
008,Albania,Pesticides (total),Use per capita,kg/cap,2016,0.2,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.002145922746781116
008,Albania,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.27,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.0028969957081545067
008,Albania,Insecticides,Agricultural Use,t,2016,190.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",2.03862660944206
008,Albania,Herbicides,Agricultural Use,t,2016,34.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.3648068669527897
008,Albania,Fungicides and Bactericides,Agricultural Use,t,2016,232.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",2.4892703862660945
008,Albania,Plant Growth Regulators,Agricultural Use,t,2016,1.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.01072961373390558
008,Albania,Rodenticides,Agricultural Use,t,2016,117.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.2553648068669527
008,Albania,Other Pesticides nes,Agricultural Use,t,2016,10.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.1072961373390558
020,Andorra,Pesticides (total),Agricultural Use,t,2016,13.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.13948497854077252
020,Andorra,Pesticides (total),Use per area of cropland,kg/ha,2016,16.33,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.1752145922746781
020,Andorra,Pesticides (total),Use per capita,kg/cap,2016,0.19,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.00203862660944206
020,Andorra,Insecticides,Agricultural Use,t,2016,2.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.02145922746781116
020,Andorra,Herbicides,Agricultural Use,t,2016,5.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.0536480686695279
020,Andorra,Fungicides and Bactericides,Agricultural Use,t,2016,5.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.0536480686695279
020,Andorra,Other Pesticides nes,Agricultural Use,t,2016,1.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.01072961373390558
040,Austria,Pesticides (total),Agricultural Use,t,2016,4361.0,western europe,6.2,"Efficient (High pesticide, Low loss)",46.492537313432834
040,Austria,Pesticides (total),Use per area of cropland,kg/ha,2016,3.09,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.03294243070362473
040,Austria,Pesticides (total),Use per capita,kg/cap,2016,0.5,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.005330490405117271
040,Austria,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.69,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.007356076759061833
040,Austria,Insecticides,Agricultural Use,t,2016,947.0,western europe,6.2,"Efficient (High pesticide, Low loss)",10.09594882729211
040,Austria,Insecticides – Organo-phosphates,Agricultural Use,t,2016,17.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.18123667377398722
040,Austria,Insecticides – Carbamates,Agricultural Use,t,2016,25.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.26652452025586354
040,Austria,Insecticides – Pyrethroids,Agricultural Use,t,2016,14.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.1492537313432836
040,Austria,Insecticides - Biopesticides,Agricultural Use,t,2016,27.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.2878464818763326
040,Austria,Insecticides - nes,Agricultural Use,t,2016,891.0,western europe,6.2,"Efficient (High pesticide, Low loss)",9.498933901918976
040,Austria,Herbicides,Agricultural Use,t,2016,1281.0,western europe,6.2,"Efficient (High pesticide, Low loss)",13.656716417910449
040,Austria,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,102.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.0874200426439233
040,Austria,Herbicides – Triazines,Agricultural Use,t,2016,171.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.8230277185501067
040,Austria,Herbicides – Amides,Agricultural Use,t,2016,226.0,western europe,6.2,"Efficient (High pesticide, Low loss)",2.4093816631130065
040,Austria,Herbicides – Carbamates,Agricultural Use,t,2016,17.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.18123667377398722
040,Austria,Herbicides – Dinitroanilines,Agricultural Use,t,2016,85.0,western europe,6.2,"Efficient (High pesticide, Low loss)",0.9061833688699361
040,Austria,Herbicides – Urea derivates,Agricultural Use,t,2016,62.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.6609808102345416
040,Austria,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,13.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.13859275053304904
040,Austria,Herbicides – Bipiridils,Agricultural Use,t,2016,7.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.0746268656716418
040,Austria,Herbicides – Uracil,Agricultural Use,t,2016,2.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.021321961620469083
040,Austria,Herbicides - nes,Agricultural Use,t,2016,596.0,western europe,6.2,"Efficient (High pesticide, Low loss)",6.353944562899787
040,Austria,Fungicides and Bactericides,Agricultural Use,t,2016,2007.0,western europe,6.2,"Efficient (High pesticide, Low loss)",21.396588486140725
040,Austria,Fung & Bact – Inorganics,Agricultural Use,t,2016,1138.0,western europe,6.2,"Efficient (High pesticide, Low loss)",12.132196162046908
040,Austria,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,254.0,western europe,6.2,"Efficient (High pesticide, Low loss)",2.7078891257995736
040,Austria,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,8.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.08528784648187633
040,Austria,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,138.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.4712153518123667
040,Austria,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,14.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.1492537313432836
040,Austria,Fung & Bact - nes,Agricultural Use,t,2016,454.0,western europe,6.2,"Efficient (High pesticide, Low loss)",4.840085287846482
040,Austria,Plant Growth Regulators,Agricultural Use,t,2016,78.0,western europe,6.2,"Efficient (High pesticide, Low loss)",0.8315565031982942
040,Austria,Other Pesticides nes,Agricultural Use,t,2016,48.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.511727078891258
112,Belarus,Pesticides (total),Agricultural Use,t,2016,1078.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",11.264367816091953
112,Belarus,Pesticides (total),Use per area of cropland,kg/ha,2016,0.19,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.001985370950888192
112,Belarus,Pesticides (total),Use per capita,kg/cap,2016,0.11,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.0011494252873563218
112,Belarus,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.1,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.0010449320794148381
112,Belarus,Insecticides,Agricultural Use,t,2016,23.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.24033437826541273
112,Belarus,Herbicides,Agricultural Use,t,2016,662.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",6.917450365726228
112,Belarus,Fungicides and Bactericides,Agricultural Use,t,2016,309.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",3.2288401253918493
112,Belarus,Other Pesticides nes,Agricultural Use,t,2016,84.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",0.877742946708464
056,Belgium,Pesticides (total),Agricultural Use,t,2016,6571.0,western europe,6.2,"Efficient (High pesticide, Low loss)",70.05330490405117
056,Belgium,Pesticides (total),Use per area of cropland,kg/ha,2016,7.53,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.0802771855010661
056,Belgium,Pesticides (total),Use per capita,kg/cap,2016,0.58,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.006183368869936034
056,Belgium,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.75,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.007995735607675906
056,Belgium,Insecticides,Agricultural Use,t,2016,929.0,western europe,6.2,"Efficient (High pesticide, Low loss)",9.90405117270789
056,Belgium,Insecticides – Organo-phosphates,Agricultural Use,t,2016,64.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.6823027718550106
056,Belgium,Insecticides – Carbamates,Agricultural Use,t,2016,18.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.19189765458422176
056,Belgium,Insecticides – Pyrethroids,Agricultural Use,t,2016,11.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.11727078891257996
056,Belgium,Insecticides - Biopesticides,Agricultural Use,t,2016,8.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.08528784648187633
056,Belgium,Insecticides - nes,Agricultural Use,t,2016,459.0,western europe,6.2,"Efficient (High pesticide, Low loss)",4.893390191897654
056,Belgium,Herbicides,Agricultural Use,t,2016,2258.0,western europe,6.2,"Efficient (High pesticide, Low loss)",24.072494669509595
056,Belgium,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,136.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.4498933901918978
056,Belgium,Herbicides – Triazines,Agricultural Use,t,2016,185.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.9722814498933903
056,Belgium,Herbicides – Amides,Agricultural Use,t,2016,324.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.4541577825159915
056,Belgium,Herbicides – Carbamates,Agricultural Use,t,2016,124.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.3219616204690832
056,Belgium,Herbicides – Dinitroanilines,Agricultural Use,t,2016,102.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.0874200426439233
056,Belgium,Herbicides – Urea derivates,Agricultural Use,t,2016,180.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.9189765458422174
056,Belgium,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,15.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.15991471215351813
056,Belgium,Herbicides – Bipiridils,Agricultural Use,t,2016,55.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.5863539445628998
056,Belgium,Herbicides – Uracil,Agricultural Use,t,2016,3.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.031982942430703626
056,Belgium,Herbicides - nes,Agricultural Use,t,2016,1135.0,western europe,6.2,"Efficient (High pesticide, Low loss)",12.100213219616204
056,Belgium,Fungicides and Bactericides,Agricultural Use,t,2016,2909.0,western europe,6.2,"Efficient (High pesticide, Low loss)",31.01279317697228
056,Belgium,Fung & Bact – Inorganics,Agricultural Use,t,2016,333.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.5501066098081027
056,Belgium,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,1041.0,western europe,6.2,"Efficient (High pesticide, Low loss)",11.098081023454158
056,Belgium,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,41.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.43710021321961623
056,Belgium,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,182.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.9402985074626866
056,Belgium,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,54.0,western europe,6.2,"Hidden Gems (Low pesticide, Low loss)",0.5756929637526652
056,Belgium,Fung & Bact - nes,Agricultural Use,t,2016,1257.0,western europe,6.2,"Efficient (High pesticide, Low loss)",13.40085287846482
056,Belgium,Plant Growth Regulators,Agricultural Use,t,2016,336.0,western europe,6.2,"Efficient (High pesticide, Low loss)",3.582089552238806
056,Belgium,Other Pesticides nes,Agricultural Use,t,2016,140.0,western europe,6.2,"Efficient (High pesticide, Low loss)",1.492537313432836
070,Bosnia and Herzegovina,Pesticides (total),Agricultural Use,t,2016,2369.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",25.418454935622318
070,Bosnia and Herzegovina,Pesticides (total),Use per area of cropland,kg/ha,2016,2.1,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.022532188841201718
070,Bosnia and Herzegovina,Pesticides (total),Use per capita,kg/cap,2016,0.68,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.007296137339055794
070,Bosnia and Herzegovina,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.51,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.016201716738197425
070,Bosnia and Herzegovina,Insecticides,Agricultural Use,t,2016,466.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",5.0
070,Bosnia and Herzegovina,Herbicides,Agricultural Use,t,2016,1008.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",10.815450643776824
070,Bosnia and Herzegovina,Fungicides and Bactericides,Agricultural Use,t,2016,545.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",5.847639484978541
070,Bosnia and Herzegovina,Rodenticides,Agricultural Use,t,2016,187.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",2.0064377682403434
070,Bosnia and Herzegovina,Other Pesticides nes,Agricultural Use,t,2016,163.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.7489270386266094
100,Bulgaria,Pesticides (total),Agricultural Use,t,2016,3759.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",39.27899686520376
100,Bulgaria,Pesticides (total),Use per area of cropland,kg/ha,2016,1.03,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.010762800417972831
100,Bulgaria,Pesticides (total),Use per capita,kg/cap,2016,0.53,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.005538140020898642
100,Bulgaria,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.73,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.007628004179728317
100,Bulgaria,Insecticides,Agricultural Use,t,2016,703.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",7.345872518286312
100,Bulgaria,Herbicides,Agricultural Use,t,2016,2007.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",20.9717868338558
100,Bulgaria,Fungicides and Bactericides,Agricultural Use,t,2016,1049.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",10.96133751306165
191,Croatia,Pesticides (total),Agricultural Use,t,2016,1861.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",19.967811158798284
191,Croatia,Pesticides (total),Use per area of cropland,kg/ha,2016,1.97,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.02113733905579399
191,Croatia,Pesticides (total),Use per capita,kg/cap,2016,0.45,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.00482832618025751
191,Croatia,Pesticides (total),Use per value of agricultural production,g/Int$,2016,0.65,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.006974248927038627
191,Croatia,Insecticides,Agricultural Use,t,2016,144.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.5450643776824033
191,Croatia,Insecticides – Organo-phosphates,Agricultural Use,t,2016,37.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.3969957081545064
191,Croatia,Insecticides – Pyrethroids,Agricultural Use,t,2016,4.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.04291845493562232
191,Croatia,Insecticides - nes,Agricultural Use,t,2016,98.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.0515021459227467
191,Croatia,Herbicides,Agricultural Use,t,2016,743.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",7.972103004291845
191,Croatia,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,23.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.24678111587982832
191,Croatia,Herbicides – Triazines,Agricultural Use,t,2016,69.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",0.740343347639485
191,Croatia,Herbicides – Amides,Agricultural Use,t,2016,181.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.94206008583691
191,Croatia,Herbicides – Carbamates,Agricultural Use,t,2016,7.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.07510729613733905
191,Croatia,Herbicides – Dinitroanilines,Agricultural Use,t,2016,19.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.203862660944206
191,Croatia,Herbicides – Urea derivates,Agricultural Use,t,2016,8.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.08583690987124463
191,Croatia,Herbicides – Sulfonyl ureas,Agricultural Use,t,2016,13.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.13948497854077252
191,Croatia,Herbicides – Bipiridils,Agricultural Use,t,2016,2.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.02145922746781116
191,Croatia,Herbicides - nes,Agricultural Use,t,2016,419.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",4.4957081545064375
191,Croatia,Fungicides and Bactericides,Agricultural Use,t,2016,932.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",10.0
191,Croatia,Fung & Bact – Inorganics,Agricultural Use,t,2016,616.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",6.609442060085836
191,Croatia,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2016,122.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.3090128755364807
191,Croatia,Fung & Bact – Benzimidazoles,Agricultural Use,t,2016,14.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.1502145922746781
191,Croatia,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2016,51.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.5472103004291845
191,Croatia,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2016,4.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.04291845493562232
191,Croatia,Fung & Bact - nes,Agricultural Use,t,2016,125.0,southern europe,6.8,"Efficient (High pesticide, Low loss)",1.3412017167381973
191,Croatia,Plant Growth Regulators,Agricultural Use,t,2016,43.0,southern europe,6.8,"Hidden Gems (Low pesticide, Low loss)",0.4613733905579399
203,Czechia,Pesticides (total),Agricultural Use,t,2016,5943.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",62.10031347962382
203,Czechia,Pesticides (total),Use per area of cropland,kg/ha,2016,2.34,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.024451410658307207
203,Czechia,Pesticides (total),Use per capita,kg/cap,2016,0.56,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.005851619644723093
203,Czechia,Pesticides (total),Use per value of agricultural production,g/Int$,2016,1.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.01044932079414838
203,Czechia,Insecticides,Agricultural Use,t,2016,389.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",4.06478578892372
203,Czechia,Insecticides – Organo-phosphates,Agricultural Use,t,2016,273.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",2.852664576802508
203,Czechia,Insecticides – Carbamates,Agricultural Use,t,2016,1.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.01044932079414838
203,Czechia,Insecticides – Pyrethroids,Agricultural Use,t,2016,38.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.39707419017763845
203,Czechia,Insecticides - nes,Agricultural Use,t,2016,75.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",0.7836990595611285
203,Czechia,Herbicides,Agricultural Use,t,2016,2893.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",30.229885057471265
203,Czechia,Herbicides – Phenoxy hormone products,Agricultural Use,t,2016,111.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",1.1598746081504703
203,Czechia,Herbicides – Triazines,Agricultural Use,t,2016,204.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",2.1316614420062696
203,Czechia,Herbicides – Amides,Agricultural Use,t,2016,625.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",6.530825496342738
203,Czechia,Herbicides – Carbamates,Agricultural Use,t,2016,41.0,eastern europe,4.3,"Hidden Gems (Low pesticide, Low loss)",0.4284221525600836
203,Czechia,Herbicides – Dinitroanilines,Agricultural Use,t,2016,115.0,eastern europe,4.3,"Efficient (High pesticide, Low loss)",1.2016718913270636
