Area Code (M49),Area,Item,Element,Unit,Year,value,Sub-region Name,Food loss percentage,Efficiency Group,Efficiency_Ratio
440,Lithuania,Insecticides - nes,Agricultural Use,t,2020,67.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",0.7436182019977803
440,Lithuania,Herbicides,Agricultural Use,t,2020,1487.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",16.503884572697004
440,Lithuania,Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,201.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",2.2308546059933407
440,Lithuania,Herbicides – Amides,Agricultural Use,t,2020,146.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",1.6204217536071033
440,Lithuania,Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,11.0,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.12208657047724751
440,Lithuania,Herbicides - nes,Agricultural Use,t,2020,1116.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",12.386237513873475
440,Lithuania,Fungicides and Bactericides,Agricultural Use,t,2020,593.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",6.58157602663707
440,Lithuania,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,23.0,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.25527192008879024
440,Lithuania,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,305.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",3.3851276359600444
440,Lithuania,Fung & Bact - nes,Agricultural Use,t,2020,243.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",2.6970033296337403
440,Lithuania,Plant Growth Regulators,Agricultural Use,t,2020,393.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",4.361820199778025
442,Luxembourg,Pesticides (total),Agricultural Use,t,2020,147.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.572192513368984
442,Luxembourg,Pesticides (total),Use per area of cropland,kg/ha,2020,2.31,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.024705882352941178
442,Luxembourg,Pesticides (total),Use per capita,kg/cap,2020,0.23,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0024598930481283423
442,Luxembourg,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.48,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0051336898395721925
442,Luxembourg,Herbicides,Agricultural Use,t,2020,60.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.6417112299465241
442,Luxembourg,Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,4.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0427807486631016
442,Luxembourg,Herbicides – Triazines,Agricultural Use,t,2020,6.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.06417112299465241
442,Luxembourg,Herbicides – Amides,Agricultural Use,t,2020,13.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.13903743315508021
442,Luxembourg,Herbicides – Dinitroanilines,Agricultural Use,t,2020,2.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0213903743315508
442,Luxembourg,Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,1.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0106951871657754
442,Luxembourg,Herbicides - nes,Agricultural Use,t,2020,34.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.36363636363636365
442,Luxembourg,Fungicides and Bactericides,Agricultural Use,t,2020,75.0,western europe,6.5,"Efficient (High pesticide, Low loss)",0.8021390374331551
442,Luxembourg,Fung & Bact – Inorganics,Agricultural Use,t,2020,49.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.5240641711229946
442,Luxembourg,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,5.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.053475935828877004
442,Luxembourg,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,3.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.03208556149732621
442,Luxembourg,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2020,2.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0213903743315508
442,Luxembourg,Fung & Bact - nes,Agricultural Use,t,2020,12.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.12834224598930483
442,Luxembourg,Plant Growth Regulators,Agricultural Use,t,2020,4.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0427807486631016
470,Malta,Pesticides (total),Agricultural Use,t,2020,96.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",1.0333692142088267
470,Malta,Pesticides (total),Use per area of cropland,kg/ha,2020,10.52,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.11324004305705059
470,Malta,Pesticides (total),Use per capita,kg/cap,2020,0.18,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.0019375672766415498
470,Malta,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.29,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.013885898815931108
470,Malta,Insecticides,Agricultural Use,t,2020,3.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.03229278794402583
470,Malta,Insecticides - nes,Agricultural Use,t,2020,3.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.03229278794402583
470,Malta,Herbicides,Agricultural Use,t,2020,3.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.03229278794402583
470,Malta,Herbicides - nes,Agricultural Use,t,2020,2.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.02152852529601722
470,Malta,Fungicides and Bactericides,Agricultural Use,t,2020,90.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.968783638320775
470,Malta,Fung & Bact – Inorganics,Agricultural Use,t,2020,81.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.8719052744886975
470,Malta,Fung & Bact - nes,Agricultural Use,t,2020,2.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.02152852529601722
499,Montenegro,Pesticides (total),Agricultural Use,t,2020,119.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",1.2809472551130248
499,Montenegro,Pesticides (total),Use per area of cropland,kg/ha,2020,8.09,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.08708288482238966
499,Montenegro,Pesticides (total),Use per capita,kg/cap,2020,0.2,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.002152852529601722
499,Montenegro,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.74,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.007965554359526372
499,Montenegro,Insecticides,Agricultural Use,t,2020,24.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.25834230355220666
499,Montenegro,Insecticides – Organo-phosphates,Agricultural Use,t,2020,5.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.05382131324004305
499,Montenegro,Insecticides - nes,Agricultural Use,t,2020,19.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.20452099031216361
499,Montenegro,Herbicides,Agricultural Use,t,2020,22.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.23681377825618943
499,Montenegro,Herbicides – Dinitroanilines,Agricultural Use,t,2020,1.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.01076426264800861
499,Montenegro,Herbicides - nes,Agricultural Use,t,2020,20.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.2152852529601722
499,Montenegro,Fungicides and Bactericides,Agricultural Use,t,2020,72.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.77502691065662
499,Montenegro,Fung & Bact – Inorganics,Agricultural Use,t,2020,43.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.46286329386437025
499,Montenegro,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,16.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.17222820236813777
499,Montenegro,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,1.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.01076426264800861
499,Montenegro,Fung & Bact - nes,Agricultural Use,t,2020,11.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.11840688912809472
528,Netherlands (Kingdom of the),Pesticides (total),Agricultural Use,t,2020,9867.0,western europe,6.5,"Efficient (High pesticide, Low loss)",105.52941176470588
528,Netherlands (Kingdom of the),Pesticides (total),Use per area of cropland,kg/ha,2020,9.47,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.10128342245989305
528,Netherlands (Kingdom of the),Pesticides (total),Use per capita,kg/cap,2020,0.56,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.005989304812834225
528,Netherlands (Kingdom of the),Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.53,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.005668449197860963
528,Netherlands (Kingdom of the),Insecticides,Agricultural Use,t,2020,2576.0,western europe,6.5,"Efficient (High pesticide, Low loss)",27.550802139037433
528,Netherlands (Kingdom of the),Insecticides – Chlorinated Hydrocarbons,Agricultural Use,t,2020,3.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.03208556149732621
528,Netherlands (Kingdom of the),Insecticides – Organo-phosphates,Agricultural Use,t,2020,89.0,western europe,6.5,"Efficient (High pesticide, Low loss)",0.9518716577540107
528,Netherlands (Kingdom of the),Insecticides – Carbamates,Agricultural Use,t,2020,69.0,western europe,6.5,"Efficient (High pesticide, Low loss)",0.7379679144385026
528,Netherlands (Kingdom of the),Insecticides – Pyrethroids,Agricultural Use,t,2020,13.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.13903743315508021
528,Netherlands (Kingdom of the),Insecticides - Biopesticides,Agricultural Use,t,2020,14.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.1497326203208556
528,Netherlands (Kingdom of the),Insecticides - nes,Agricultural Use,t,2020,2331.0,western europe,6.5,"Efficient (High pesticide, Low loss)",24.93048128342246
528,Netherlands (Kingdom of the),Herbicides,Agricultural Use,t,2020,2622.0,western europe,6.5,"Efficient (High pesticide, Low loss)",28.0427807486631
528,Netherlands (Kingdom of the),Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,269.0,western europe,6.5,"Efficient (High pesticide, Low loss)",2.877005347593583
528,Netherlands (Kingdom of the),Herbicides – Triazines,Agricultural Use,t,2020,319.0,western europe,6.5,"Efficient (High pesticide, Low loss)",3.411764705882353
528,Netherlands (Kingdom of the),Herbicides – Amides,Agricultural Use,t,2020,253.0,western europe,6.5,"Efficient (High pesticide, Low loss)",2.7058823529411766
528,Netherlands (Kingdom of the),Herbicides – Carbamates,Agricultural Use,t,2020,133.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.4224598930481283
528,Netherlands (Kingdom of the),Herbicides – Dinitroanilines,Agricultural Use,t,2020,139.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.4866310160427807
528,Netherlands (Kingdom of the),Herbicides – Urea derivates,Agricultural Use,t,2020,56.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.5989304812834224
528,Netherlands (Kingdom of the),Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,14.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.1497326203208556
528,Netherlands (Kingdom of the),Herbicides – Uracil,Agricultural Use,t,2020,2.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.0213903743315508
528,Netherlands (Kingdom of the),Herbicides - nes,Agricultural Use,t,2020,1438.0,western europe,6.5,"Efficient (High pesticide, Low loss)",15.379679144385026
528,Netherlands (Kingdom of the),Fungicides and Bactericides,Agricultural Use,t,2020,3998.0,western europe,6.5,"Efficient (High pesticide, Low loss)",42.75935828877005
528,Netherlands (Kingdom of the),Fung & Bact – Inorganics,Agricultural Use,t,2020,156.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.6684491978609626
528,Netherlands (Kingdom of the),Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,2128.0,western europe,6.5,"Efficient (High pesticide, Low loss)",22.759358288770052
528,Netherlands (Kingdom of the),Fung & Bact – Benzimidazoles,Agricultural Use,t,2020,97.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.0374331550802138
528,Netherlands (Kingdom of the),"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,325.0,western europe,6.5,"Efficient (High pesticide, Low loss)",3.4759358288770055
528,Netherlands (Kingdom of the),"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2020,40.0,western europe,6.5,"Hidden Gems (Low pesticide, Low loss)",0.42780748663101603
528,Netherlands (Kingdom of the),Fung & Bact - nes,Agricultural Use,t,2020,1251.0,western europe,6.5,"Efficient (High pesticide, Low loss)",13.379679144385026
528,Netherlands (Kingdom of the),Plant Growth Regulators,Agricultural Use,t,2020,560.0,western europe,6.5,"Efficient (High pesticide, Low loss)",5.989304812834225
528,Netherlands (Kingdom of the),Other Pesticides nes,Agricultural Use,t,2020,111.0,western europe,6.5,"Efficient (High pesticide, Low loss)",1.1871657754010696
807,North Macedonia,Pesticides (total),Agricultural Use,t,2020,98.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",1.0548977395048438
807,North Macedonia,Pesticides (total),Use per area of cropland,kg/ha,2020,0.21,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.002260495156081808
807,North Macedonia,Pesticides (total),Use per capita,kg/cap,2020,0.05,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.0005382131324004305
807,North Macedonia,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.07,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.0007534983853606028
807,North Macedonia,Insecticides,Agricultural Use,t,2020,27.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.2906350914962325
807,North Macedonia,Herbicides,Agricultural Use,t,2020,11.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.11840688912809472
807,North Macedonia,Fungicides and Bactericides,Agricultural Use,t,2020,60.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.6458557588805166
578,Norway,Pesticides (total),Agricultural Use,t,2020,688.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",7.635960044395117
578,Norway,Pesticides (total),Use per area of cropland,kg/ha,2020,0.85,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.009433962264150943
578,Norway,Pesticides (total),Use per capita,kg/cap,2020,0.13,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.0014428412874583796
578,Norway,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.31,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.0034406215316315205
578,Norway,Insecticides,Agricultural Use,t,2020,17.0,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.18867924528301888
578,Norway,Herbicides,Agricultural Use,t,2020,522.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",5.793562708102109
578,Norway,Fungicides and Bactericides,Agricultural Use,t,2020,97.0,northern europe,9.9,"Efficient (High pesticide, Low loss)",1.076581576026637
578,Norway,Plant Growth Regulators,Agricultural Use,t,2020,52.0,northern europe,9.9,"Hidden Gems (Low pesticide, Low loss)",0.5771365149833518
616,Poland,Pesticides (total),Agricultural Use,t,2020,24616.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",258.0293501048218
616,Poland,Pesticides (total),Use per area of cropland,kg/ha,2020,2.13,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.02232704402515723
616,Poland,Pesticides (total),Use per capita,kg/cap,2020,0.64,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.0067085953878406705
616,Poland,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.72,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.007547169811320754
616,Poland,Insecticides,Agricultural Use,t,2020,648.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",6.792452830188679
616,Poland,Insecticides – Organo-phosphates,Agricultural Use,t,2020,44.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.4612159329140461
616,Poland,Insecticides – Carbamates,Agricultural Use,t,2020,13.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.13626834381551362
616,Poland,Insecticides – Pyrethroids,Agricultural Use,t,2020,168.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",1.761006289308176
616,Poland,Insecticides - Biopesticides,Agricultural Use,t,2020,12.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.12578616352201258
616,Poland,Insecticides - nes,Agricultural Use,t,2020,421.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",4.412997903563941
616,Poland,Herbicides,Agricultural Use,t,2020,12809.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",134.2662473794549
616,Poland,Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,1327.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",13.90985324947589
616,Poland,Herbicides – Triazines,Agricultural Use,t,2020,1135.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",11.89727463312369
616,Poland,Herbicides – Amides,Agricultural Use,t,2020,1888.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",19.79035639412998
616,Poland,Herbicides – Carbamates,Agricultural Use,t,2020,614.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",6.436058700209643
616,Poland,Herbicides – Dinitroanilines,Agricultural Use,t,2020,436.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",4.570230607966457
616,Poland,Herbicides – Urea derivates,Agricultural Use,t,2020,875.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",9.171907756813416
616,Poland,Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,136.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",1.4255765199161425
616,Poland,Herbicides – Uracil,Agricultural Use,t,2020,34.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.35639412997903563
616,Poland,Herbicides - nes,Agricultural Use,t,2020,6940.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",72.74633123689728
616,Poland,Fungicides and Bactericides,Agricultural Use,t,2020,9278.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",97.25366876310272
616,Poland,Fung & Bact – Inorganics,Agricultural Use,t,2020,488.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",5.115303983228511
616,Poland,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,2128.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",22.30607966457023
616,Poland,Fung & Bact – Benzimidazoles,Agricultural Use,t,2020,593.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",6.215932914046121
616,Poland,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,1671.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",17.51572327044025
616,Poland,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2020,271.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",2.840670859538784
616,Poland,Fung & Bact - nes,Agricultural Use,t,2020,4127.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",43.259958071278824
616,Poland,Plant Growth Regulators,Agricultural Use,t,2020,1201.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",12.589098532494758
616,Poland,Rodenticides,Agricultural Use,t,2020,2.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.020964360587002094
616,Poland,Rodenticides – Other,Agricultural Use,t,2020,2.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.020964360587002094
616,Poland,Other Pesticides nes,Agricultural Use,t,2020,679.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",7.117400419287211
620,Portugal,Pesticides (total),Agricultural Use,t,2020,9706.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",104.47793326157158
620,Portugal,Pesticides (total),Use per area of cropland,kg/ha,2020,5.27,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.056727664155005374
620,Portugal,Pesticides (total),Use per capita,kg/cap,2020,0.94,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.010118406889128094
620,Portugal,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.45,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.015608180839612485
620,Portugal,Insecticides,Agricultural Use,t,2020,891.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",9.590958019375671
620,Portugal,Insecticides – Organo-phosphates,Agricultural Use,t,2020,12.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.12917115177610333
620,Portugal,Insecticides – Carbamates,Agricultural Use,t,2020,10.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.1076426264800861
620,Portugal,Insecticides – Pyrethroids,Agricultural Use,t,2020,26.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.2798708288482239
620,Portugal,Insecticides - Biopesticides,Agricultural Use,t,2020,7.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.07534983853606028
620,Portugal,Insecticides - nes,Agricultural Use,t,2020,395.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",4.251883745963402
620,Portugal,Herbicides,Agricultural Use,t,2020,2402.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",25.85575888051668
620,Portugal,Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,80.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.8611410118406888
620,Portugal,Herbicides – Triazines,Agricultural Use,t,2020,89.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.9580193756727664
620,Portugal,Herbicides – Amides,Agricultural Use,t,2020,165.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",1.7761033369214208
620,Portugal,Herbicides – Dinitroanilines,Agricultural Use,t,2020,68.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.7319698600645855
620,Portugal,Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,7.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.07534983853606028
620,Portugal,Herbicides - nes,Agricultural Use,t,2020,1990.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",21.420882669537136
620,Portugal,Fungicides and Bactericides,Agricultural Use,t,2020,6402.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",68.91280947255113
620,Portugal,Fung & Bact – Inorganics,Agricultural Use,t,2020,4466.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",48.07319698600646
620,Portugal,Fung & Bact – Dithiocarbamates,Agricultural Use,t,2020,727.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",7.82561894510226
620,Portugal,Fung & Bact – Benzimidazoles,Agricultural Use,t,2020,41.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.441334768568353
620,Portugal,"Fung & Bact – Triazoles, diazoles",Agricultural Use,t,2020,70.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",0.7534983853606028
620,Portugal,"Fung & Bact – Diazines, morpholines",Agricultural Use,t,2020,40.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.4305705059203444
620,Portugal,Fung & Bact - nes,Agricultural Use,t,2020,1059.0,southern europe,7.1,"Efficient (High pesticide, Low loss)",11.39935414424112
620,Portugal,Plant Growth Regulators,Agricultural Use,t,2020,9.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.0968783638320775
620,Portugal,Other Pesticides nes,Agricultural Use,t,2020,2.0,southern europe,7.1,"Hidden Gems (Low pesticide, Low loss)",0.02152852529601722
498,Republic of Moldova,Pesticides (total),Agricultural Use,t,2020,3355.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",35.16771488469602
498,Republic of Moldova,Pesticides (total),Use per area of cropland,kg/ha,2020,1.58,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.016561844863731655
498,Republic of Moldova,Pesticides (total),Use per capita,kg/cap,2020,1.09,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.011425576519916143
498,Republic of Moldova,Pesticides (total),Use per value of agricultural production,g/Int$,2020,1.76,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.018448637316561843
498,Republic of Moldova,Insecticides,Agricultural Use,t,2020,577.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",6.048218029350105
498,Republic of Moldova,Herbicides,Agricultural Use,t,2020,1328.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",13.920335429769391
498,Republic of Moldova,Fungicides and Bactericides,Agricultural Use,t,2020,1450.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",15.199161425576518
642,Romania,Pesticides (total),Agricultural Use,t,2020,8700.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",91.19496855345912
642,Romania,Pesticides (total),Use per area of cropland,kg/ha,2020,0.98,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.010272536687631027
642,Romania,Pesticides (total),Use per capita,kg/cap,2020,0.45,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.0047169811320754715
642,Romania,Pesticides (total),Use per value of agricultural production,g/Int$,2020,0.69,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.0072327044025157225
642,Romania,Insecticides,Agricultural Use,t,2020,564.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",5.911949685534591
642,Romania,Insecticides – Organo-phosphates,Agricultural Use,t,2020,56.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.5870020964360587
642,Romania,Insecticides – Pyrethroids,Agricultural Use,t,2020,108.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",1.1320754716981132
642,Romania,Insecticides - nes,Agricultural Use,t,2020,302.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",3.1656184486373165
642,Romania,Herbicides,Agricultural Use,t,2020,4126.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",43.24947589098532
642,Romania,Herbicides – Phenoxy hormone products,Agricultural Use,t,2020,474.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",4.968553459119496
642,Romania,Herbicides – Triazines,Agricultural Use,t,2020,343.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",3.5953878406708593
642,Romania,Herbicides – Amides,Agricultural Use,t,2020,921.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",9.654088050314465
642,Romania,Herbicides – Carbamates,Agricultural Use,t,2020,11.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.11530398322851153
642,Romania,Herbicides – Dinitroanilines,Agricultural Use,t,2020,118.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",1.2368972746331237
642,Romania,Herbicides – Urea derivates,Agricultural Use,t,2020,42.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.440251572327044
642,Romania,Herbicides – Sulfonyl ureas,Agricultural Use,t,2020,223.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",2.3375262054507338
642,Romania,Herbicides – Bipiridils,Agricultural Use,t,2020,1.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.010482180293501047
642,Romania,Herbicides – Uracil,Agricultural Use,t,2020,4.0,eastern europe,4.6,"Hidden Gems (Low pesticide, Low loss)",0.04192872117400419
642,Romania,Herbicides - nes,Agricultural Use,t,2020,1990.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",20.859538784067084
642,Romania,Fungicides and Bactericides,Agricultural Use,t,2020,3878.0,eastern europe,4.6,"Efficient (High pesticide, Low loss)",40.64989517819706
